"Num","time_unix","version","ihl","tos","len","id","flags","flags.value","frag","ttl","proto","chksum","src","dst","sport","dport","seq","ack","dataofs","reserved","flags","flags_value","window","chksum","urgptr"
"622","1433357353.1697","4","5","0","40","52407","DF","2","0","64","6","33095","10.8.8.178","205.188.12.91","48911","443","2730316709","3987114888","3","-2","A","14","64678","38391","-2"
"623","1433357353.1715","4","5","0","162","50534","DF","2","0","107","6","23838","205.188.12.91","10.8.8.178","443","48911","3987114888","2730316709","3","-2","PA","22","16382","44070","-2"
"624","1433357353.1715","4","5","0","40","52408","DF","2","0","64","6","33094","10.8.8.178","205.188.12.91","48911","443","2730316709","3987115010","3","-2","A","14","64678","38269","-2"
"625","1433357357.9111","4","5","0","162","52409","DF","2","0","64","6","32971","10.8.8.178","205.188.12.91","48911","443","2730316709","3987115010","3","-2","PA","22","64678","19423","-2"
"626","1433357358.1194","4","5","0","40","54675","DF","2","0","107","6","19819","205.188.12.91","10.8.8.178","443","48911","3987115010","2730316831","3","-2","A","14","16382","20908","-2"
"627","1433357362.9444","4","5","0","162","58379","DF","2","0","107","6","15993","205.188.12.91","10.8.8.178","443","48911","3987115010","2730316831","3","-2","PA","22","16382","37273","-2"
"628","1433357362.9445","4","5","0","40","52410","DF","2","0","64","6","33092","10.8.8.178","205.188.12.91","48911","443","2730316831","3987115132","3","-2","A","14","64678","38025","-2"
"629","1433357363.6563","4","5","0","242","52411","DF","2","0","64","6","32889","10.8.8.178","205.188.12.91","48911","443","2730316831","3987115132","3","-2","PA","22","64678","8097","-2"
"630","1433357363.8635","4","5","0","322","59181","DF","2","0","107","6","15031","205.188.12.91","10.8.8.178","443","48911","3987115132","2730317033","3","-2","PA","22","16382","21623","-2"
"631","1433357363.8636","4","5","0","162","52412","DF","2","0","64","6","32968","10.8.8.178","205.188.12.91","48911","443","2730317033","3987115414","3","-2","PA","22","64678","16933","-2"
"632","1433357363.8647","4","5","0","162","59184","DF","2","0","107","6","15188","205.188.12.91","10.8.8.178","443","48911","3987115414","2730317033","3","-2","PA","22","16382","1272","-2"
"633","1433357363.9025","4","5","0","40","52413","DF","2","0","64","6","33089","10.8.8.178","205.188.12.91","48911","443","2730317155","3987115536","3","-2","A","14","64678","37297","-2"
"634","1433357364.0709","4","5","0","40","59325","DF","2","0","107","6","15169","205.188.12.91","10.8.8.178","443","48911","3987115536","2730317155","3","-2","A","14","16382","20058","-2"
"635","1433357371.1684","4","5","0","54","61817","DF","2","0","64","6","25929","10.8.8.178","157.56.52.13","56909","40011","4055104507","708378732","6","-2","PA","22","1442","25466","-2"
"636","1433357371.4774","4","5","0","52","65151","DF","2","0","46","6","27205","157.56.52.13","10.8.8.178","40011","56909","708378732","4055104509","6","-2","A","14","81","36252","-2"
"637","1433357376.6054","4","5","0","40","15039","DF","2","0","107","6","26378","64.12.27.65","10.8.8.178","443","34579","3487185185","589218121","3","-2","A","14","16382","35733","-2"
"638","1433357376.6055","4","5","0","40","25885","DF","2","0","64","6","26540","10.8.8.178","64.12.27.65","34579","443","589218121","3487185186","3","-2","A","14","32183","19931","-2"
"639","1433357376.8606","4","5","0","40","2101","DF","2","0","107","6","19596","64.12.104.73","10.8.8.178","443","49838","335957350","492239331","3","-2","A","14","16382","30639","-2"
"640","1433357376.8607","4","5","0","40","12102","DF","2","0","64","6","20603","10.8.8.178","64.12.104.73","49838","443","492239331","335957351","3","-2","A","14","44878","2142","-2"
"641","1433357378.1444","4","5","0","508","4649","DF","2","0","107","6","3842","205.188.12.91","10.8.8.178","443","48911","3987115536","2730317155","3","-2","PA","22","16382","63717","-2"
"642","1433357378.1445","4","5","0","40","52414","DF","2","0","64","6","33088","10.8.8.178","205.188.12.91","48911","443","2730317155","3987116004","3","-2","A","14","64678","36829","-2"
"643","1433357378.4723","4","5","0","162","4951","DF","2","0","107","6","3886","205.188.12.91","10.8.8.178","443","48911","3987116004","2730317155","3","-2","PA","22","16382","23451","-2"
"644","1433357378.4724","4","5","0","40","52415","DF","2","0","64","6","33087","10.8.8.178","205.188.12.91","48911","443","2730317155","3987116126","3","-2","A","14","64678","36707","-2"
"645","1433357385.6229","4","5","0","162","52416","DF","2","0","64","6","32964","10.8.8.178","205.188.12.91","48911","443","2730317155","3987116126","3","-2","PA","22","64678","40579","-2"
"646","1433357385.8439","4","5","0","40","10565","DF","2","0","107","6","63929","205.188.12.91","10.8.8.178","443","48911","3987116126","2730317277","3","-2","A","14","16382","19346","-2"
"647","1433357386.9991","4","5","0","354","11464","DF","2","0","107","6","62716","205.188.12.91","10.8.8.178","443","48911","3987116126","2730317277","3","-2","PA","22","16382","4733","-2"
"648","1433357386.9992","4","5","0","40","52417","DF","2","0","64","6","33085","10.8.8.178","205.188.12.91","48911","443","2730317277","3987116440","3","-2","A","14","64678","36271","-2"
"649","1433357387.1998","4","5","0","162","11611","DF","2","0","107","6","62761","205.188.12.91","10.8.8.178","443","48911","3987116440","2730317277","3","-2","PA","22","16382","48417","-2"
"650","1433357387.1999","4","5","0","40","52418","DF","2","0","64","6","33084","10.8.8.178","205.188.12.91","48911","443","2730317277","3987116562","3","-2","A","14","64678","36149","-2"
"651","1433357388.3494","4","5","0","162","12496","DF","2","0","107","6","61876","205.188.12.91","10.8.8.178","443","48911","3987116562","2730317277","3","-2","PA","22","16382","29220","-2"
"652","1433357388.3495","4","5","0","40","52419","DF","2","0","64","6","33083","10.8.8.178","205.188.12.91","48911","443","2730317277","3987116684","3","-2","A","14","64678","36027","-2"
"653","1433357389.8736","4","5","0","226","52420","DF","2","0","64","6","32896","10.8.8.178","205.188.12.91","48911","443","2730317277","3987116684","3","-2","PA","22","64678","8145","-2"
"654","1433357390.0831","4","5","0","40","13891","DF","2","0","107","6","60603","205.188.12.91","10.8.8.178","443","48911","3987116684","2730317463","3","-2","A","14","16382","18602","-2"
"655","1433357390.0832","4","5","0","162","52421","DF","2","0","64","6","32959","10.8.8.178","205.188.12.91","48911","443","2730317463","3987116684","3","-2","PA","22","64678","63205","-2"
"656","1433357390.2902","4","5","0","322","14051","DF","2","0","107","6","60161","205.188.12.91","10.8.8.178","443","48911","3987116684","2730317585","3","-2","PA","22","16382","52678","-2"
"657","1433357390.2903","4","5","0","40","52422","DF","2","0","64","6","33080","10.8.8.178","205.188.12.91","48911","443","2730317585","3987116966","3","-2","A","14","64678","35437","-2"
"658","1433357390.2906","4","5","0","162","14056","DF","2","0","107","6","60316","205.188.12.91","10.8.8.178","443","48911","3987116966","2730317585","3","-2","PA","22","16382","8648","-2"
"659","1433357390.2906","4","5","0","40","52423","DF","2","0","64","6","33079","10.8.8.178","205.188.12.91","48911","443","2730317585","3987117088","3","-2","A","14","64678","35315","-2"
"660","1433357392.7295","4","5","0","162","16103","DF","2","0","107","6","58269","205.188.12.91","10.8.8.178","443","48911","3987117088","2730317585","3","-2","PA","22","16382","51485","-2"
"661","1433357392.7295","4","5","0","40","52424","DF","2","0","64","6","33078","10.8.8.178","205.188.12.91","48911","443","2730317585","3987117210","3","-2","A","14","64678","35193","-2"
"662","1433357394.3517","4","5","0","162","17417","DF","2","0","107","6","56955","205.188.12.91","10.8.8.178","443","48911","3987117210","2730317585","3","-2","PA","22","16382","20639","-2"
"663","1433357394.3518","4","5","0","40","52425","DF","2","0","64","6","33077","10.8.8.178","205.188.12.91","48911","443","2730317585","3987117332","3","-2","A","14","64678","35071","-2"
"664","1433357398.3404","4","5","0","162","52426","DF","2","0","64","6","32954","10.8.8.178","205.188.12.91","48911","443","2730317585","3987117332","3","-2","PA","22","64678","52714","-2"
"665","1433357398.5467","4","5","0","40","20695","DF","2","0","107","6","53799","205.188.12.91","10.8.8.178","443","48911","3987117332","2730317707","3","-2","A","14","16382","17710","-2"
"666","1433357412.8757","4","5","0","706","31674","DF","2","0","107","6","42154","205.188.12.91","10.8.8.178","443","48911","3987117332","2730317707","3","-2","PA","22","16382","58498","-2"
"667","1433357412.8759","4","5","0","40","52427","DF","2","0","64","6","33075","10.8.8.178","205.188.12.91","48911","443","2730317707","3987117998","3","-2","A","14","64678","34283","-2"
"668","1433357413.0782","4","5","0","162","31846","DF","2","0","107","6","42526","205.188.12.91","10.8.8.178","443","48911","3987117998","2730317707","3","-2","PA","22","16382","5064","-2"
"669","1433357413.0782","4","5","0","40","52428","DF","2","0","64","6","33074","10.8.8.178","205.188.12.91","48911","443","2730317707","3987118120","3","-2","A","14","64678","34161","-2"
"670","1433357415.3159","4","5","0","162","52429","DF","2","0","64","6","32951","10.8.8.178","205.188.12.91","48911","443","2730317707","3987118120","3","-2","PA","22","64678","58271","-2"
"671","1433357415.5221","4","5","0","40","33736","DF","2","0","107","6","40758","205.188.12.91","10.8.8.178","443","48911","3987118120","2730317829","3","-2","A","14","16382","16800","-2"
"672","1433357416.0653","4","5","0","242","52430","DF","2","0","64","6","32870","10.8.8.178","205.188.12.91","48911","443","2730317829","3987118120","3","-2","PA","22","64678","11791","-2"
"673","1433357416.2732","4","5","0","322","34296","DF","2","0","107","6","39916","205.188.12.91","10.8.8.178","443","48911","3987118120","2730318031","3","-2","PA","22","16382","20633","-2"
"674","1433357416.2732","4","5","0","162","52431","DF","2","0","64","6","32949","10.8.8.178","205.188.12.91","48911","443","2730318031","3987118402","3","-2","PA","22","64678","1905","-2"
"675","1433357416.2734","4","5","0","162","34298","DF","2","0","107","6","40074","205.188.12.91","10.8.8.178","443","48911","3987118402","2730318031","3","-2","PA","22","16382","51450","-2"
"676","1433357416.3107","4","5","0","40","52432","DF","2","0","64","6","33070","10.8.8.178","205.188.12.91","48911","443","2730318153","3987118524","3","-2","A","14","64678","33311","-2"
"677","1433357416.4828","4","5","0","40","34456","DF","2","0","107","6","40038","205.188.12.91","10.8.8.178","443","48911","3987118524","2730318153","3","-2","A","14","16382","16072","-2"
"678","1433357426.2928","4","5","0","162","42195","DF","2","0","107","6","32177","205.188.12.91","10.8.8.178","443","48911","3987118524","2730318153","3","-2","PA","22","16382","14481","-2"
"679","1433357426.2929","4","5","0","40","52433","DF","2","0","64","6","33069","10.8.8.178","205.188.12.91","48911","443","2730318153","3987118646","3","-2","A","14","64678","33189","-2"
"680","1433357427.7041","4","5","0","338","43250","DF","2","0","107","6","30946","205.188.12.91","10.8.8.178","443","48911","3987118646","2730318153","3","-2","PA","22","16382","20295","-2"
"681","1433357427.7041","4","5","0","40","52434","DF","2","0","64","6","33068","10.8.8.178","205.188.12.91","48911","443","2730318153","3987118944","3","-2","A","14","64678","32891","-2"
"682","1433357427.8976","4","5","0","162","43412","DF","2","0","107","6","30960","205.188.12.91","10.8.8.178","443","48911","3987118944","2730318153","3","-2","PA","22","16382","15997","-2"
"683","1433357427.8976","4","5","0","40","52435","DF","2","0","64","6","33067","10.8.8.178","205.188.12.91","48911","443","2730318153","3987119066","3","-2","A","14","64678","32769","-2"
"684","1433357428.1429","4","5","0","162","43613","DF","2","0","107","6","30759","205.188.12.91","10.8.8.178","443","48911","3987119066","2730318153","3","-2","PA","22","16382","57734","-2"
"685","1433357428.1429","4","5","0","40","52436","DF","2","0","64","6","33066","10.8.8.178","205.188.12.91","48911","443","2730318153","3987119188","3","-2","A","14","64678","32647","-2"
"686","1433357431.5535","4","5","0","338","46263","DF","2","0","107","6","27933","205.188.12.91","10.8.8.178","443","48911","3987119188","2730318153","3","-2","PA","22","16382","19065","-2"
"687","1433357431.5536","4","5","0","40","52437","DF","2","0","64","6","33065","10.8.8.178","205.188.12.91","48911","443","2730318153","3987119486","3","-2","A","14","64678","32349","-2"
"688","1433357431.7532","4","5","0","162","46432","DF","2","0","107","6","27940","205.188.12.91","10.8.8.178","443","48911","3987119486","2730318153","3","-2","PA","22","16382","39081","-2"
"689","1433357431.7533","4","5","0","40","52438","DF","2","0","64","6","33064","10.8.8.178","205.188.12.91","48911","443","2730318153","3987119608","3","-2","A","14","64678","32227","-2"
"690","1433357431.9526","4","5","0","54","65152","DF","2","0","46","6","27202","157.56.52.13","10.8.8.178","40011","56909","708378732","4055104509","6","-2","PA","22","81","44233","-2"
"691","1433357431.9527","4","5","0","52","61818","DF","2","0","64","6","25930","10.8.8.178","157.56.52.13","56909","40011","4055104509","708378734","6","-2","A","14","1442","4575","-2"
"692","1433357432.0382","4","5","0","41","31578","DF","2","0","113","6","56310","134.170.25.26","10.8.8.178","443","54269","3749416590","2978547702","3","-2","A","14","64460","1086","-2"
"693","1433357432.0382","4","5","0","64","14092","DF","2","0","64","6","20782","10.8.8.178","134.170.25.26","54269","443","2978547702","3749416591","9","-2","A","14","65398","4781","-2"
"694","1433357433.8112","4","5","0","162","52439","DF","2","0","64","6","32941","10.8.8.178","205.188.12.91","48911","443","2730318153","3987119608","3","-2","PA","22","64678","12400","-2"
"695","1433357434.0191","4","5","0","40","48280","DF","2","0","107","6","26214","205.188.12.91","10.8.8.178","443","48911","3987119608","2730318275","3","-2","A","14","16382","14866","-2"
"696","1433357434.8185","4","5","0","210","52440","DF","2","0","64","6","32892","10.8.8.178","205.188.12.91","48911","443","2730318275","3987119608","3","-2","PA","22","64678","55755","-2"
"697","1433357435.0245","4","5","0","322","49089","DF","2","0","107","6","25123","205.188.12.91","10.8.8.178","443","48911","3987119608","2730318445","3","-2","PA","22","16382","1417","-2"
"698","1433357435.0246","4","5","0","236","52441","DF","2","0","64","6","32865","10.8.8.178","205.188.12.91","48911","443","2730318445","3987119890","3","-2","PA","22","64678","16360","-2"
"699","1433357435.0251","4","5","0","162","49090","DF","2","0","107","6","25282","205.188.12.91","10.8.8.178","443","48911","3987119890","2730318445","3","-2","PA","22","16382","56642","-2"
"700","1433357435.0635","4","5","0","40","52442","DF","2","0","64","6","33060","10.8.8.178","205.188.12.91","48911","443","2730318641","3987120012","3","-2","A","14","64678","31335","-2"
"701","1433357435.2308","4","5","0","40","49258","DF","2","0","107","6","25236","205.188.12.91","10.8.8.178","443","48911","3987120012","2730318641","3","-2","A","14","16382","14096","-2"
"702","1433357435.5059","4","5","0","162","52443","DF","2","0","64","6","32937","10.8.8.178","205.188.12.91","48911","443","2730318641","3987120012","3","-2","PA","22","64678","30616","-2"
"703","1433357435.7136","4","5","0","40","49620","DF","2","0","107","6","24874","205.188.12.91","10.8.8.178","443","48911","3987120012","2730318763","3","-2","A","14","16382","13974","-2"
"704","1433357440.6857","4","5","0","56","65153","DF","2","0","46","6","27199","157.56.52.13","10.8.8.178","40011","56909","708378734","4055104509","6","-2","PA","22","81","8215","-2"
"705","1433357440.6858","4","5","0","52","61819","DF","2","0","64","6","25929","10.8.8.178","157.56.52.13","56909","40011","4055104509","708378738","6","-2","A","14","1442","206","-2"
"706","1433357440.9577","4","5","0","156","65154","DF","2","0","46","6","27098","157.56.52.13","10.8.8.178","40011","56909","708378738","4055104509","6","-2","PA","22","81","56040","-2"
"707","1433357440.9578","4","5","0","52","61820","DF","2","0","64","6","25928","10.8.8.178","157.56.52.13","56909","40011","4055104509","708378842","6","-2","A","14","1442","65500","-2"
"708","1433357440.9585","4","5","0","56","61821","DF","2","0","64","6","25923","10.8.8.178","157.56.52.13","56909","40011","4055104509","708378842","6","-2","PA","22","1442","25449","-2"
"709","1433357441.231","4","5","0","52","65155","DF","2","0","46","6","27201","157.56.52.13","10.8.8.178","40011","56909","708378842","4055104513","6","-2","A","14","81","1252","-2"
"710","1433357441.2311","4","5","0","64","61822","DF","2","0","64","6","25914","10.8.8.178","157.56.52.13","56909","40011","4055104513","708378842","6","-2","PA","22","1442","64005","-2"
"711","1433357441.5051","4","5","0","52","65156","DF","2","0","46","6","27200","157.56.52.13","10.8.8.178","40011","56909","708378842","4055104525","6","-2","A","14","81","1105","-2"
"712","1433357441.5052","4","5","0","56","65157","DF","2","0","46","6","27195","157.56.52.13","10.8.8.178","40011","56909","708378842","4055104525","6","-2","PA","22","81","52370","-2"
"713","1433357441.5419","4","5","0","52","61823","DF","2","0","64","6","25925","10.8.8.178","157.56.52.13","56909","40011","4055104525","708378846","6","-2","A","14","1442","65197","-2"
"714","1433357441.8269","4","5","0","324","65158","DF","2","0","46","6","26926","157.56.52.13","10.8.8.178","40011","56909","708378846","4055104525","6","-2","PA","22","81","49909","-2"
"715","1433357441.827","4","5","0","52","61824","DF","2","0","64","6","25924","10.8.8.178","157.56.52.13","56909","40011","4055104525","708379118","6","-2","A","14","1442","64772","-2"
"716","1433357452.5464","4","5","0","258","52444","DF","2","0","64","6","32840","10.8.8.178","205.188.12.91","48911","443","2730318763","3987120012","3","-2","PA","22","64678","42722","-2"
"717","1433357452.7591","4","5","0","322","63012","DF","2","0","107","6","11200","205.188.12.91","10.8.8.178","443","48911","3987120012","2730318981","3","-2","PA","22","16382","40305","-2"
"718","1433357452.7592","4","5","0","162","52445","DF","2","0","64","6","32935","10.8.8.178","205.188.12.91","48911","443","2730318981","3987120294","3","-2","PA","22","64678","20817","-2"
"719","1433357452.7601","4","5","0","162","63013","DF","2","0","107","6","11359","205.188.12.91","10.8.8.178","443","48911","3987120294","2730318981","3","-2","PA","22","16382","55096","-2"
"720","1433357452.798","4","5","0","40","52446","DF","2","0","64","6","33056","10.8.8.178","205.188.12.91","48911","443","2730319103","3987120416","3","-2","A","14","64678","30469","-2"
"721","1433357452.9687","4","5","0","40","63176","DF","2","0","107","6","11318","205.188.12.91","10.8.8.178","443","48911","3987120416","2730319103","3","-2","A","14","16382","13230","-2"
"722","1433357453.738","4","5","0","162","52447","DF","2","0","64","6","32933","10.8.8.178","205.188.12.91","48911","443","2730319103","3987120416","3","-2","PA","22","64678","59704","-2"
"723","1433357453.9456","4","5","0","40","63952","DF","2","0","107","6","10542","205.188.12.91","10.8.8.178","443","48911","3987120416","2730319225","3","-2","A","14","16382","13108","-2"
"724","1433357460.4895","4","5","0","162","3556","DF","2","0","107","6","5281","205.188.12.91","10.8.8.178","443","48911","3987120416","2730319225","3","-2","PA","22","16382","25308","-2"
"725","1433357460.4897","4","5","0","40","52448","DF","2","0","64","6","33054","10.8.8.178","205.188.12.91","48911","443","2730319225","3987120538","3","-2","A","14","64678","30225","-2"
"726","1433357461.9365","4","5","0","242","52449","DF","2","0","64","6","32851","10.8.8.178","205.188.12.91","48911","443","2730319225","3987120538","3","-2","PA","22","64678","50785","-2"
"727","1433357462.1431","4","5","0","322","4845","DF","2","0","107","6","3832","205.188.12.91","10.8.8.178","443","48911","3987120538","2730319427","3","-2","PA","22","16382","39423","-2"
"728","1433357462.144","4","5","0","162","52450","DF","2","0","64","6","32930","10.8.8.178","205.188.12.91","48911","443","2730319427","3987120820","3","-2","PA","22","64678","15677","-2"
"729","1433357462.1445","4","5","0","162","4851","DF","2","0","107","6","3986","205.188.12.91","10.8.8.178","443","48911","3987120820","2730319427","3","-2","PA","22","16382","28065","-2"
"730","1433357462.1829","4","5","0","40","52451","DF","2","0","64","6","33051","10.8.8.178","205.188.12.91","48911","443","2730319549","3987120942","3","-2","A","14","64678","29497","-2"
"731","1433357462.3496","4","5","0","40","5025","DF","2","0","107","6","3934","205.188.12.91","10.8.8.178","443","48911","3987120942","2730319549","3","-2","A","14","16382","12258","-2"
"732","1433357472.0112","4","5","0","492","12433","DF","2","0","107","6","61609","205.188.12.91","10.8.8.178","443","48911","3987120942","2730319549","3","-2","PA","22","16382","37152","-2"
"733","1433357472.0113","4","5","0","40","52452","DF","2","0","64","6","33050","10.8.8.178","205.188.12.91","48911","443","2730319549","3987121394","3","-2","A","14","64678","29045","-2"
"734","1433357473.659","4","5","0","162","13717","DF","2","0","107","6","60655","205.188.12.91","10.8.8.178","443","48911","3987121394","2730319549","3","-2","PA","22","16382","58123","-2"
"735","1433357473.6591","4","5","0","40","52453","DF","2","0","64","6","33049","10.8.8.178","205.188.12.91","48911","443","2730319549","3987121516","3","-2","A","14","64678","28923","-2"
"736","1433357476.8713","4","5","0","338","16361","DF","2","0","107","6","57835","205.188.12.91","10.8.8.178","443","48911","3987121516","2730319549","3","-2","PA","22","16382","16614","-2"
"737","1433357476.8714","4","5","0","40","52454","DF","2","0","64","6","33048","10.8.8.178","205.188.12.91","48911","443","2730319549","3987121814","3","-2","A","14","64678","28625","-2"
"738","1433357477.0707","4","5","0","162","16535","DF","2","0","107","6","57837","205.188.12.91","10.8.8.178","443","48911","3987121814","2730319549","3","-2","PA","22","16382","37303","-2"
"739","1433357477.0708","4","5","0","40","52455","DF","2","0","64","6","33047","10.8.8.178","205.188.12.91","48911","443","2730319549","3987121936","3","-2","A","14","64678","28503","-2"
"740","1433357477.2725","4","5","0","162","16724","DF","2","0","107","6","57648","205.188.12.91","10.8.8.178","443","48911","3987121936","2730319549","3","-2","PA","22","16382","62528","-2"
"741","1433357477.2725","4","5","0","40","52456","DF","2","0","64","6","33046","10.8.8.178","205.188.12.91","48911","443","2730319549","3987122058","3","-2","A","14","64678","28381","-2"
"742","1433357478.2477","4","5","0","460","17476","DF","2","0","107","6","56598","205.188.12.91","10.8.8.178","443","48911","3987122058","2730319549","3","-2","PA","22","16382","48718","-2"
"743","1433357478.2477","4","5","0","40","52457","DF","2","0","64","6","33045","10.8.8.178","205.188.12.91","48911","443","2730319549","3987122478","3","-2","A","14","64678","27961","-2"
"744","1433357491.2377","4","5","0","54","61825","DF","2","0","64","6","25921","10.8.8.178","157.56.52.13","56909","40011","4055104525","708379118","6","-2","PA","22","1442","57760","-2"
"745","1433357491.5466","4","5","0","52","65159","DF","2","0","46","6","27197","157.56.52.13","10.8.8.178","40011","56909","708379118","4055104527","6","-2","A","14","81","41349","-2"
"746","1433357498.1266","4","5","0","162","32837","DF","2","0","107","6","41535","205.188.12.91","10.8.8.178","443","48911","3987122478","2730319549","3","-2","PA","22","16382","10475","-2"
"747","1433357498.1267","4","5","0","40","52458","DF","2","0","64","6","33044","10.8.8.178","205.188.12.91","48911","443","2730319549","3987122600","3","-2","A","14","64678","27839","-2"
"748","1433357500.8708","4","5","0","162","34808","DF","2","0","107","6","39564","205.188.12.91","10.8.8.178","443","48911","3987122600","2730319549","3","-2","PA","22","16382","41776","-2"
"749","1433357500.8708","4","5","0","40","52459","DF","2","0","64","6","33043","10.8.8.178","205.188.12.91","48911","443","2730319549","3987122722","3","-2","A","14","64678","27717","-2"
"750","1433357501.8105","4","5","0","162","35497","DF","2","0","107","6","38875","205.188.12.91","10.8.8.178","443","48911","3987122722","2730319549","3","-2","PA","22","16382","24986","-2"
"751","1433357501.8105","4","5","0","40","52460","DF","2","0","64","6","33042","10.8.8.178","205.188.12.91","48911","443","2730319549","3987122844","3","-2","A","14","64678","27595","-2"
"752","1433357507.3789","4","5","0","338","39768","DF","2","0","107","6","34428","205.188.12.91","10.8.8.178","443","48911","3987122844","2730319549","3","-2","PA","22","16382","19028","-2"
"753","1433357507.379","4","5","0","40","52461","DF","2","0","64","6","33041","10.8.8.178","205.188.12.91","48911","443","2730319549","3987123142","3","-2","A","14","64678","27297","-2"
"754","1433357507.5789","4","5","0","284","39919","DF","2","0","107","6","34331","205.188.12.91","10.8.8.178","443","48911","3987123142","2730319549","3","-2","PA","22","16382","15066","-2"
"755","1433357507.579","4","5","0","40","52462","DF","2","0","64","6","33040","10.8.8.178","205.188.12.91","48911","443","2730319549","3987123386","3","-2","A","14","64678","27053","-2"
"756","1433357508.5884","4","5","0","162","40683","DF","2","0","107","6","33689","205.188.12.91","10.8.8.178","443","48911","3987123386","2730319549","3","-2","PA","22","16382","62322","-2"
"757","1433357508.5885","4","5","0","40","52463","DF","2","0","64","6","33039","10.8.8.178","205.188.12.91","48911","443","2730319549","3987123508","3","-2","A","14","64678","26931","-2"
"758","1433357509.9932","4","5","0","162","41727","DF","2","0","107","6","32645","205.188.12.91","10.8.8.178","443","48911","3987123508","2730319549","3","-2","PA","22","16382","24744","-2"
"759","1433357509.9933","4","5","0","40","52464","DF","2","0","64","6","33038","10.8.8.178","205.188.12.91","48911","443","2730319549","3987123630","3","-2","A","14","64678","26809","-2"
"760","1433357514.3743","4","5","0","338","44942","DF","2","0","107","6","29254","205.188.12.91","10.8.8.178","443","48911","3987123630","2730319549","3","-2","PA","22","16382","46379","-2"
"761","1433357514.3744","4","5","0","40","52465","DF","2","0","64","6","33037","10.8.8.178","205.188.12.91","48911","443","2730319549","3987123928","3","-2","A","14","64678","26511","-2"
"762","1433357514.5745","4","5","0","162","45087","DF","2","0","107","6","29285","205.188.12.91","10.8.8.178","443","48911","3987123928","2730319549","3","-2","PA","22","16382","21219","-2"
"763","1433357514.5745","4","5","0","40","52466","DF","2","0","64","6","33036","10.8.8.178","205.188.12.91","48911","443","2730319549","3987124050","3","-2","A","14","64678","26389","-2"
"764","1433357515.1245","4","5","0","146","52467","DF","2","0","64","6","32929","10.8.8.178","205.188.12.91","48911","443","2730319549","3987124050","3","-2","PA","22","64678","9187","-2"
"765","1433357515.3323","4","5","0","40","45649","DF","2","0","107","6","28845","205.188.12.91","10.8.8.178","443","48911","3987124050","2730319655","3","-2","A","14","16382","9044","-2"
"766","1433357515.3324","4","5","0","130","52468","DF","2","0","64","6","32944","10.8.8.178","205.188.12.91","48911","443","2730319655","3987124050","3","-2","PA","22","64678","21014","-2"
"767","1433357515.4984","4","5","0","162","45768","DF","2","0","107","6","28604","205.188.12.91","10.8.8.178","443","48911","3987124050","2730319655","3","-2","PA","22","16382","36817","-2"
"768","1433357515.4984","4","5","0","40","52469","DF","2","0","64","6","33033","10.8.8.178","205.188.12.91","48911","443","2730319745","3987124172","3","-2","A","14","64678","26071","-2"
"769","1433357515.537","4","5","0","40","45807","DF","2","0","107","6","28687","205.188.12.91","10.8.8.178","443","48911","3987124172","2730319745","3","-2","A","14","16382","8832","-2"
"770","1433357519.4883","4","5","0","226","52470","DF","2","0","64","6","32846","10.8.8.178","205.188.12.91","48911","443","2730319745","3987124172","3","-2","PA","22","64678","27552","-2"
"771","1433357519.6969","4","5","0","322","48911","DF","2","0","107","6","25301","205.188.12.91","10.8.8.178","443","48911","3987124172","2730319931","3","-2","PA","22","16382","18166","-2"
"772","1433357519.6969","4","5","0","162","52471","DF","2","0","64","6","32909","10.8.8.178","205.188.12.91","48911","443","2730319931","3987124454","3","-2","PA","22","64678","44384","-2"
"773","1433357519.6972","4","5","0","162","48913","DF","2","0","107","6","25459","205.188.12.91","10.8.8.178","443","48911","3987124454","2730319931","3","-2","PA","22","16382","56068","-2"
"774","1433357519.7352","4","5","0","40","52472","DF","2","0","64","6","33030","10.8.8.178","205.188.12.91","48911","443","2730320053","3987124576","3","-2","A","14","64678","25359","-2"
"775","1433357519.902","4","5","0","40","49043","DF","2","0","107","6","25451","205.188.12.91","10.8.8.178","443","48911","3987124576","2730320053","3","-2","A","14","16382","8120","-2"
"776","1433357520.356","4","5","0","162","52473","DF","2","0","64","6","32907","10.8.8.178","205.188.12.91","48911","443","2730320053","3987124576","3","-2","PA","22","64678","63470","-2"
"777","1433357520.5646","4","5","0","40","49588","DF","2","0","107","6","24906","205.188.12.91","10.8.8.178","443","48911","3987124576","2730320175","3","-2","A","14","16382","7998","-2"
"778","1433357526.1962","4","5","0","226","52474","DF","2","0","64","6","32842","10.8.8.178","205.188.12.91","48911","443","2730320175","3987124576","3","-2","PA","22","64678","9523","-2"
"779","1433357526.4054","4","5","0","322","54385","DF","2","0","107","6","19827","205.188.12.91","10.8.8.178","443","48911","3987124576","2730320361","3","-2","PA","22","16382","30489","-2"
"780","1433357526.4055","4","5","0","162","52475","DF","2","0","64","6","32905","10.8.8.178","205.188.12.91","48911","443","2730320361","3987124858","3","-2","PA","22","64678","35012","-2"
"781","1433357526.4055","4","5","0","162","54386","DF","2","0","107","6","19986","205.188.12.91","10.8.8.178","443","48911","3987124858","2730320361","3","-2","PA","22","16382","25485","-2"
"782","1433357526.4426","4","5","0","40","52476","DF","2","0","64","6","33026","10.8.8.178","205.188.12.91","48911","443","2730320483","3987124980","3","-2","A","14","64678","24525","-2"
